Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
cifar100,5000,5,1,192,0.0384,130.20833333333334,2.0703125,53.914388020833336,23.62410119447738,558.0981572469076,615.2109686061818
cifar100,5000,5,1,1,0.0002,25000.0,0.771484375,3857.421875,121.98239021157323,14879.703521728516,609911.9510578661
cifar100,5000,5,1,2,0.0004,12500.0,0.81298828125,2032.470703125,90.89485308928589,8261.874318122864,227237.13272321472
cifar100,5000,5,1,4,0.0008,6250.0,0.86181640625,1077.2705078125,68.13256921627429,4642.0469880104065,85165.71152034285
cifar100,5000,5,1,8,0.0016,3125.0,0.9228515625,576.7822265625,51.58897067229739,2661.4218950271606,32243.10667018587
cifar100,5000,5,1,16,0.0032,1562.5,1.0107421875,315.85693359375,39.95309299651212,1596.2496399879456,12485.341561410036
cifar100,5000,5,1,32,0.0064,781.25,1.1376953125,177.764892578125,31.799550705410827,1011.2114250659943,4968.6797977204415
cifar100,5000,5,1,64,0.0128,390.625,1.34765625,105.28564453125,26.63539533100808,709.4442844390869,2080.8902602350063
cifar100,5000,5,1,128,0.0256,195.3125,1.73828125,67.901611328125,24.293218993833165,590.1604890823364,948.953866946608
cifar100,5000,5,1,256,0.0512,97.65625,2.34375,45.7763671875,23.161213331311373,536.4418029785156,452.3674478771752
cifar100,5000,5,1,512,0.1024,48.828125,3.203125,31.280517578125,22.382516376340668,500.9770393371582,218.5792614877018
cifar100,5000,5,1,1024,0.2048,24.4140625,4.453125,21.7437744140625,22.003152664745805,484.13872718811035,107.43726887082912
cifar100,5000,5,1,2048,0.4096,12.20703125,6.09375,14.8773193359375,21.290686309202098,453.2933235168457,51.97921462207543
cifar100,5000,5,1,4096,0.8192,6.103515625,8.28125,10.10894775390625,20.459071775991713,418.57361793518066,24.974452851552382
cifar100,5000,5,1,5000,1.0,5.0,9.0625,9.0625,20.264366046091844,410.64453125,20.264366046091844
cifar100,5000,5,2,192,0.0384,130.20833333333334,1.318359375,34.332275390625,15.04364934553984,226.3113856315613,391.7617017067667
cifar100,5000,5,2,1,0.0002,25000.0,0.6005859375,3002.9296875,94.96097465837663,9017.586708068848,474804.8732918831
cifar100,5000,5,2,2,0.0004,12500.0,0.631103515625,1577.7587890625,70.55951808883003,4978.645592927933,176398.79522207507
cifar100,5000,5,2,4,0.0008,6250.0,0.6689453125,836.181640625,52.88477043982764,2796.7989444732666,66105.96304978455
cifar100,5000,5,2,8,0.0016,3125.0,0.71533203125,447.08251953125,39.9882762089501,1599.0622341632843,24992.67263059381
cifar100,5000,5,2,16,0.0032,1562.5,0.7763671875,242.61474609375,30.688607663987572,941.7906403541565,9590.189894996116
