Dataset,DatasetSize,Epoch,Epsilon,BatchSize,SampleRate,Steps,Sigma,Sigma_over_q,CumulativeNoise,TotalNoiseVariance,CumulativeEffectiveNoise
cifar100,5000,10,1,192,0.0384,260.4166666666667,2.734375,71.20768229166667,44.125786822024615,1947.0850626627605,1149.1090318235579
cifar100,5000,10,1,1,0.0002,50000.0,0.78125,3906.25,174.69281074217108,30517.578125,873464.0537108553
cifar100,5000,10,1,2,0.0004,25000.0,0.82763671875,2069.091796875,130.86085532190927,17124.563455581665,327152.13830477314
cifar100,5000,10,1,4,0.0008,12500.0,0.88623046875,1107.7880859375,99.08357859282515,9817.555546760559,123854.47324103143
cifar100,5000,10,1,8,0.0016,6250.0,0.9765625,610.3515625,77.20404443770458,5960.4644775390625,48252.52777356536
cifar100,5000,10,1,16,0.0032,3125.0,1.09130859375,341.033935546875,61.006005001367555,3721.732646226883,19064.37656292736
cifar100,5000,10,1,32,0.0064,1562.5,1.2890625,201.416015625,50.954669328885025,2596.3783264160156,7961.667082638285
cifar100,5000,10,1,64,0.0128,781.25,1.6796875,131.2255859375,46.948692886958476,2204.1797637939453,3667.866631793631
cifar100,5000,10,1,128,0.0256,390.625,2.265625,88.5009765625,44.77834577386866,2005.1002502441406,1749.1541317917445
cifar100,5000,10,1,256,0.0512,195.3125,3.125,61.03515625,43.67320268554277,1907.3486328125,852.9922399520071
cifar100,5000,10,1,512,0.1024,97.65625,4.3359375,42.3431396484375,42.84824466292604,1835.9720706939697,418.4398892863871
cifar100,5000,10,1,1024,0.2048,48.828125,6.015625,29.3731689453125,42.035457584834916,1766.979694366455,205.25125773845173
cifar100,5000,10,1,2048,0.4096,24.4140625,8.4375,20.599365234375,41.690183996360474,1738.0714416503906,101.78267577236443
cifar100,5000,10,1,4096,0.8192,12.20703125,11.640625,14.209747314453125,40.6706700009117,1654.103398323059,49.64681396595666
cifar100,5000,10,1,5000,1.0,10.0,12.8125,12.8125,40.51668252090736,1641.6015625,40.51668252090736
cifar100,5000,10,2,192,0.0384,260.4166666666667,1.611328125,41.96166992187501,26.002695805835934,676.1401891708374,677.1535366103109
cifar100,5000,10,2,1,0.0002,50000.0,0.6103515625,3051.7578125,136.47875839232114,18626.45149230957,682393.7919616057
cifar100,5000,10,2,2,0.0004,25000.0,0.64453125,1611.328125,101.90933865777005,10385.513305664062,254773.34664442512
cifar100,5000,10,2,4,0.0008,12500.0,0.687255859375,859.06982421875,76.8375409748768,5904.007703065872,96046.926218596
cifar100,5000,10,2,8,0.0016,6250.0,0.7421875,463.8671875,58.67507377265548,3442.7642822265625,36671.92110790967
cifar100,5000,10,2,16,0.0032,3125.0,0.816650390625,255.2032470703125,45.65214468223142,2084.118314087391,14266.29521319732
cifar100,5000,10,2,32,0.0064,1562.5,0.9228515625,144.195556640625,36.478910996815415,1330.7109475135803,5699.829843252408
cifar100,5000,10,2,64,0.0128,781.25,1.09375,85.44921875,30.57124187987994,934.600830078125,2388.3782718656203
cifar100,5000,10,2,128,0.0256,390.625,1.376953125,53.7872314453125,27.214425664290864,740.6249642372131,1063.0635025113618
cifar100,5000,10,2,256,0.0512,195.3125,1.81640625,35.4766845703125,25.385049060971735,644.4007158279419,495.80173947210415
cifar100,5000,10,2,512,0.1024,97.65625,2.451171875,23.937225341796875,24.22276894232981,586.7425352334976,236.55047795243954
cifar100,5000,10,2,1024,0.2048,48.828125,3.33984375,16.307830810546875,23.337867685086916,544.6560680866241,113.95443205608845
cifar100,5000,10,2,2048,0.4096,24.4140625,4.58984375,11.205673217773438,22.67868805357572,514.322891831398,55.36789075580009
cifar100,5000,10,2,4096,0.8192,12.20703125,6.2109375,7.5817108154296875,21.700122584379063,470.89532017707825,26.489407451634598
cifar100,5000,10,2,5000,1.0,10.0,6.796875,6.796875,21.493605971456955,461.97509765625,21.493605971456955
cifar100,5000,10,4,192,0.0384,260.4166666666667,1.07177734375,27.910868326822918,17.29573251327572,299.14236317078274,450.4097008665552
cifar100,5000,10,4,1,0.0002,50000.0,0.49530029296875,2476.50146484375,110.75251243536862,12266.119010746479,553762.562176843
cifar100,5000,10,4,2,0.0004,25000.0,0.5230712890625,1307.67822265625,82.70483260389103,6840.089336037636,206762.08150972758
cifar100,5000,10,4,4,0.0008,12500.0,0.556640625,695.80078125,62.23431382689844,3873.109817504883,77792.89228362305
cifar100,5000,10,4,8,0.0016,6250.0,0.59783935546875,373.64959716796875,47.263350954207276,2233.824343420565,29539.594346379545
cifar100,5000,10,4,16,0.0032,3125.0,0.650634765625,203.3233642578125,36.37158911155358,1322.8924944996834,11366.121597360494
cifar100,5000,10,4,32,0.0064,1562.5,0.7196044921875,112.43820190429688,28.44486512251678,809.1103518381715,4444.510175393247
cifar100,5000,10,4,64,0.0128,781.25,0.816650390625,63.800811767578125,22.82607234111571,521.0295785218477,1783.286901649665
cifar100,5000,10,4,128,0.0256,390.625,0.958251953125,37.43171691894531,18.939117151124403,358.69015846401453,739.809263715797
cifar100,5000,10,4,256,0.0512,195.3125,1.171875,22.88818359375,16.377451007078538,268.2209014892578,319.87208998200265
cifar100,5000,10,4,512,0.1024,97.65625,1.49169921875,14.567375183105469,14.741147234824219,217.30142179876566,143.95651596508026
cifar100,5000,10,4,1024,0.2048,48.828125,1.953125,9.5367431640625,13.647875839232114,186.2645149230957,66.64001874625055
cifar100,5000,10,4,2048,0.4096,24.4140625,2.5927734375,6.330013275146484,12.811046123881605,164.12290278822184,31.276968075882824
cifar100,5000,10,4,4096,0.8192,12.20703125,3.3935546875,4.142522811889648,11.8565921353329,140.57877706363797,14.473379071451292
cifar100,5000,10,4,5000,1.0,10.0,3.662109375,3.662109375,11.580606665655687,134.1104507446289,11.580606665655687
